binomial,extinction.rate.hackett,extinction.rate.ericson,rab.ex.rate.lumped,rab.ex.rate.split,English_name,TipLabel,Female_plumage_score,Male_plumage_score,Body_size_ppca,Tropical_life_history_ppca,Sexual_selection_ppca,Cooperative_breeding_ppca,Migration_ppca,SDi,range.size.m2,bioclim1,bioclim2,bioclim3,bioclim4,bioclim5,bioclim6,bioclim7,bioclim8,bioclim9,bioclim10,bioclim11,bioclim12,bioclim13,bioclim14,bioclim15,bioclim16,bioclim17,bioclim18,bioclim19,se.bioclim1,se.bioclim2,se.bioclim3,se.bioclim4,se.bioclim5,se.bioclim6,se.bioclim7,se.bioclim8,se.bioclim9,se.bioclim10,se.bioclim11,se.bioclim12,se.bioclim13,se.bioclim14,se.bioclim15,se.bioclim16,se.bioclim17,se.bioclim18,se.bioclim19,cclgmbi1,cclgmbi10,cclgmbi11,cclgmbi12,cclgmbi13,cclgmbi14,cclgmbi15,cclgmbi16,cclgmbi17,cclgmbi18,cclgmbi19,cclgmbi2,cclgmbi3,cclgmbi4,cclgmbi5,cclgmbi6,cclgmbi7,cclgmbi8,cclgmbi9,se.cclgmbi1,se.cclgmbi10,se.cclgmbi11,se.cclgmbi12,se.cclgmbi13,se.cclgmbi14,se.cclgmbi15,se.cclgmbi16,se.cclgmbi17,se.cclgmbi18,se.cclgmbi19,se.cclgmbi2,se.cclgmbi3,se.cclgmbi4,se.cclgmbi5,se.cclgmbi6,se.cclgmbi7,se.cclgmbi8,se.cclgmbi9,NPP,NPP.se,Pop_Density,pop.density.se,X2010.IUCN.Red.List.category,BLFamilyLatin,BLFamilyEnglish,IOCOrder,PassNonPass,OscSubOsc,PCA,Segment.classification,Colour.discriminability
Xiphorhynchus pardalotus,0.018597902,0.024373841,0.025439581,0.022665882,Chestnut-rumped Woodcreeper,Xiphorhynchus_pardalotus,42.08333333,38.19444444,NA,NA,NA,NA,NA,0.907590759,1.71E+12,259.668,95.068,81.798,521.315,322.524,206.908,115.616,255.207,264.193,266.126,253.116,2312.082,363.377,69.332,50.758,980.004,246.49,317.545,750.051,0.470192362,0.283569723,0.148866912,4.02640332,0.484152691,0.556369556,0.316567147,0.459052154,0.523786314,0.497746799,0.460548204,16.14690918,2.313213312,1.083199472,0.402506456,6.497513961,3.351663101,4.7186311,9.314267549,222.889,229.463,215.093,2338.574,391.696,63.358,56.85,1013.911,236.831,507.569,611.92,98.269,79.494,590.707,288.201,164.691,123.51,221.734,223.273,0.501280322,0.507604465,0.522365022,17.49143496,3.064043071,0.999427181,0.54460453,7.670325219,3.515142197,9.056509792,11.04886587,0.36153471,0.13234606,5.824544486,0.649039175,0.573665941,0.582523161,0.478073005,0.567442034,10178.27,203.0052565,3.821886974,1.934584057,LC,Dendrocolaptidae,Woodcreepers,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Xiphorhynchus spixii,0.018529367,0.024373841,0.024095871,0.022902115,Spix's Woodcreeper,Xiphorhynchus_spixii,42.91666667,37.63888889,NA,NA,NA,NA,NA,0.877022654,9.93E+11,257.422,112.247,77.574,415.718,331.935,186.117,145.818,253.781,257.561,262.532,252.528,2059.825,346.864,23.877,67.636,962.936,96.467,287.911,727.678,0.245850276,0.503105462,0.189442372,3.185984145,0.380896123,0.674265486,0.958515325,0.248255251,0.322980798,0.246924984,0.249594698,9.09471331,1.50532638,0.499525171,0.254818438,4.212881944,1.558349564,4.873060003,11.79859072,222.518,226.418,217.598,1953.056,308.948,26.227,62.435,847.781,105.45,484.831,435.232,116.94,77.213,412.251,298.817,146.74,152.077,220.989,220.835,0.2383831,0.244325543,0.250409866,11.61617951,1.458664114,0.677599153,0.323620929,4.321078194,2.29609136,6.277872898,10.65365874,0.445833116,0.172735255,3.134856188,0.319981091,0.652120895,0.84625955,0.24943355,0.327024035,7748.475,123.074978,6.918353194,2.457222575,LC,Dendrocolaptidae,Woodcreepers,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Xiphorhynchus susurrans,0.018529367,0.024373841,0.024874412,0.025508353,Cocoa Woodcreeper,Xiphorhynchus_susurrans,40.97222222,38.61111111,NA,NA,NA,NA,NA,0.942372881,6.41E+11,254.399,97.402,78.978,580.375,317.269,194.242,123.027,252.899,253.479,261.042,246.471,2026.792,309.761,37.174,56.573,819.45,145.753,392.966,524.882,1.018560388,0.366118066,0.187757207,7.317548284,1.119155551,1.02729488,0.500108368,1.011978705,1.046064917,1.036790804,1.021113035,29.02161555,4.107470657,1.072809696,0.467528881,10.72656715,3.845908085,6.433196784,11.83637858,220.645,231.071,209.739,1757.907,300.589,32.459,64.908,792.069,126.971,323.745,403.156,108.353,75.301,836.7,295.575,151.775,143.8,219.247,220.44,1.046606115,1.080457935,1.042125186,25.66406118,3.910713971,1.076317229,0.571303706,10.30064384,3.890641496,5.633459314,10.75723877,0.416550003,0.148743146,9.545713417,1.215702393,1.075286295,0.694182894,1.049712288,1.098999636,10172.007,297.4607868,87.08193338,14.79337038,LC,Dendrocolaptidae,Woodcreepers,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Xiphorhynchus triangularis,0.018529367,0.024373841,0.024995405,0.024654274,Olive-backed Woodcreeper,Xiphorhynchus_triangularis,42.22222222,41.66666667,NA,NA,NA,NA,NA,0.986842105,2.86E+11,165.759,117.636,81.14,618.784,235.477,89.478,145.999,167.168,159.422,172.075,156.592,1661.828,227.558,61.273,44.313,619.947,213.108,444.001,351.279,1.626127058,0.76597534,0.199027666,12.30089124,1.588275823,2.006514794,1.174335584,1.597247312,1.708400582,1.607406959,1.682010313,27.15375357,3.320919322,1.827797394,0.512231796,9.071928244,5.70777128,6.510477503,10.50772875,127.25,134.494,117.622,1643.691,223.272,60.906,42.72,594.137,218.455,444.101,331.982,114.463,77.625,687.241,197.928,50.495,147.433,127.836,121.073,1.656775907,1.633476112,1.700398327,30.53764567,3.441496173,1.797863587,0.457441639,9.589735202,5.976229857,8.447882072,9.670163894,0.661888758,0.19651716,9.694470882,1.553780889,1.969512873,0.928713098,1.650140621,1.711354553,12802.416,213.0648662,64.88373306,10.20172445,LC,Dendrocolaptidae,Woodcreepers,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Xolmis cinereus,0.007608113,0.004618551,0.028360815,0.031063174,Grey Monjita,Xolmis_cinereus,43.75,44.58333333,NA,NA,NA,NA,NA,1.019047619,6.89E+12,231.518,120.477,65.616,1946.235,322.95,135.152,187.798,243.779,212.447,253.891,205.145,1469.337,236.082,29.213,59.557,647.922,107.588,364.426,251.864,0.965865711,0.432974523,0.334954831,44.68272594,0.734527761,1.426678067,1.255396837,0.887642985,1.40716072,0.641556477,1.446980901,15.0019498,2.822372949,0.978757169,0.73520288,7.914559253,3.207530281,4.86908436,9.472725798,193.674,219.078,165.192,1441.044,229.03,29.599,57.746,622.934,113.797,446.325,204.168,125.628,64.926,2149.006,290.754,91.809,198.945,208.124,173.964,0.971144091,0.595115181,1.550464794,14.5824905,2.600166142,0.954793082,0.744620671,6.997844774,3.277588806,5.857984411,7.264656152,0.409899541,0.3415189,52.90696957,0.666492082,1.517681085,1.448471624,0.838386257,1.421045416,8807.066,252.4250919,16.37232458,5.540219345,LC,Tyrannidae,Tyrant-flycatchers,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Xolmis coronatus,0.007608113,0.004618551,0.028116744,0.030637536,Black-crowned Monjita,Xolmis_coronatus,55.55555556,56.38888889,NA,NA,NA,NA,NA,1.015,2.28E+12,177.461,136.873,49.976,4737.059,318.016,45.494,272.522,218.687,127.087,236.839,115.933,708.45,101.442,23.75,48.931,273.851,82.476,255.064,88.415,1.155630547,0.491514453,0.13313583,26.40613644,0.87640506,1.347953613,1.052846618,1.551571592,1.429726389,0.966625804,1.353711582,11.15128561,1.424072547,0.785925683,0.810475854,3.882085701,2.546585267,3.757685472,2.608391551,144.86,213.337,75.899,592.985,91.234,18.855,51.221,247.843,66.849,220.247,72.216,143.477,48.636,5351.468,300.048,5.774,294.274,192.592,97.264,1.086441326,0.942045052,1.317623212,11.07236705,1.542114575,0.645980856,0.754897363,4.277248556,2.149000792,3.885119064,2.346695192,0.496199239,0.148146723,32.09952536,0.931744516,1.326201997,1.217269349,1.495921561,1.430276195,6843.914,331.0827748,16.98114794,4.385221914,LC,Tyrannidae,Tyrant-flycatchers,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Xolmis irupero,0.007608113,0.004618551,0.029557671,0.030938062,White Monjita,Xolmis_irupero,51.66666667,54.44444444,NA,NA,NA,NA,NA,1.053763441,3.57E+12,212.163,126.396,56.795,3431.676,326.381,98.621,227.76,241.099,174.99,253.486,166.606,967.049,144.03,29.406,53.745,388.484,104.107,319.42,121.706,1.082124496,0.501690021,0.313341919,47.36757566,0.617661189,1.601993677,1.59340558,1.051467919,1.652265681,0.651314067,1.575731479,13.16024318,1.832738397,0.991737217,0.80689842,4.924333133,3.223902154,4.342112106,3.427258915,176.283,223.873,126.041,924.129,143.823,27.984,54.985,384.694,101.395,318.249,113.377,130.863,55.889,3849.346,299.509,57.6,241.909,210.59,136.325,0.981824266,0.539544233,1.598435584,14.23654697,2.036028753,0.924106984,0.837385209,5.223661456,3.115406351,4.994955112,3.5190656,0.529657217,0.330968608,57.02473632,0.62963987,1.611462942,1.913281831,0.778927871,1.616605328,7099.009,237.347167,18.05172986,6.810555633,LC,Tyrannidae,Tyrant-flycatchers,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Xolmis pyrope,0.007608113,0.004618551,0.02815233,0.031405269,Fire-eyed Diucon,Xolmis_pyrope,45.55555556,45.83333333,NA,NA,NA,NA,NA,1.006097561,7.48E+11,81.55511022,103.7965932,51.7254509,3463.952906,191.4769539,-6.301603206,197.7785571,55.28957916,110.3937876,125.4458918,36.57715431,980.3597194,136.4478958,45.53507014,50.43486974,379.2705411,153.8476954,167.48998,347.760521,1.19528214,0.849593091,0.200528278,26.8721775,1.666462057,1.133452284,1.33678281,1.092183353,1.698408044,1.249678233,1.270252568,28.29853243,3.483784111,1.807831279,1.080801051,9.903073099,5.999302882,6.805476624,9.2144404,17.829,65.842,-33.434,1057.755,142.902,48.577,50.502,398.942,165.3,181.439,359.02,110.877,50.324,3878.174,132.352,-87.129,219.481,-7.712,47.378,1.840905944,1.905250907,1.921657204,39.68615466,4.611362821,2.47583437,1.097720815,13.15003445,8.236492081,9.309236282,11.60278744,0.764733083,0.194161589,32.54346418,2.409347848,1.976814142,1.513372372,1.520036699,2.507993051,18580.4,796.2593639,25.97964305,9.549143858,LC,Tyrannidae,Tyrant-flycatchers,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Xolmis rubetra,0.012725252,0.008123268,0.028517267,0.033461125,Rusty-backed Monjita,Xolmis_rubetra,42.91666667,45.69444444,NA,NA,NA,NA,NA,1.064724919,1.64E+12,152.373,137.793,48.189,5149.301,303.335,20.617,282.718,180.996,113.478,217.944,86.102,549.106,77.378,18.691,41.999,206.213,64.667,186.617,72.322,1.048090819,0.490596408,0.065540633,14.17482127,1.055234711,0.963196791,0.811145136,2.33467743,1.087206298,1.018909732,1.089466169,9.955755513,1.366774007,0.470930244,0.59417341,3.650051028,1.553095688,3.796633342,1.520877834,122.517,198.217,46.616,401.039,63.127,12.54,45.341,167.606,44.194,143.785,50.132,147.13,46.564,5886.289,290.845,-21.532,312.377,155.306,86.813,1.109705888,1.128857046,1.172619111,8.756243217,1.387595147,0.353240965,0.567611577,3.717242884,1.185687235,3.433766959,1.199023032,0.462329805,0.081132524,15.91039478,1.163882123,1.14830727,0.73772292,2.568587551,1.292287909,4949.789,282.5135458,9.714771983,0.987702572,LC,Tyrannidae,Tyrant-flycatchers,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Xolmis velatus,0.007608113,0.004618551,0.028684451,0.031225419,White-rumped Monjita,Xolmis_velatus,52.5,51.25,NA,NA,NA,NA,NA,0.976190476,3.62E+12,244.276,119.889,70.49,1277.236,323.681,153.09,170.591,251.725,230.418,257.126,225.641,1523.945,270.511,17.551,71.74,737.663,67.891,376.775,217.002,0.661730845,0.423721865,0.187630235,20.83430961,0.632605271,1.098952955,0.818742975,0.521130456,0.947125294,0.555197594,0.898997394,12.87954062,2.197192648,0.568047601,0.414584467,6.070060714,1.994833447,6.484591761,9.741521402,206.058,220.053,186.958,1504.567,258.371,20.516,67.948,702.433,83.251,473.267,183.026,124.008,69.748,1338.579,288.595,110.312,178.283,214.168,191.182,0.675381949,0.543504911,0.931418153,11.84539805,1.939745337,0.78529385,0.597484966,5.176269823,2.818977587,6.601193791,7.235291339,0.427465394,0.189241402,22.69915733,0.588175931,1.147482188,0.84175499,0.565858615,0.965129188,8462.78,221.5267899,15.97093909,7.014172805,LC,Tyrannidae,Tyrant-flycatchers,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Yuhina bakeri,0.002847257,0.002521309,0.010156304,0.010503935,White-naped Yuhina,Yuhina_bakeri,44.72222222,46.25,-0.476796494,-0.280268519,-0.836768072,-0.445276143,-0.539632293,1.034161491,2.77E+11,188.571,101.269,45.675,4049.938,273.189,53.709,219.48,229.967,133.607,230.661,128.89,2333.637,514.976,10.28,90.402,1385.079,51.586,1271.201,57.197,1.183986817,0.308992096,0.063461818,16.79441915,1.092360073,1.325646128,0.633295083,1.00037526,1.227206823,1.017453336,1.274884006,24.75406259,6.573169249,0.129840127,0.250277916,16.78539861,0.50492133,14.18189129,0.697587858,152.685,198.089,89.673,2269.671,499.859,9.712,91.408,1325.333,45.642,1271.91,48.676,106.395,45.201,4285.242,243.065,10.089,232.976,195.856,92.176,1.212019293,1.038863955,1.316917744,24.33266178,6.128112506,0.13701032,0.261212113,16.02511399,0.486654568,16.1648803,0.60465083,0.322969479,0.081469235,16.16482313,1.132800959,1.344170329,0.632792106,1.051104221,1.288309266,12068.064,135.9808207,67.76068742,6.118151235,LC,Timaliidae,Babblers and parrotbills,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Yuhina brunneiceps,0.002847257,0.00291705,0.011011251,0.011109387,Taiwan Yuhina,Yuhina_brunneiceps,51.25,48.61111111,NA,NA,NA,NA,NA,0.948509485,13673614689,145.271,74.461,45.989,3167.999,216.75,55.799,160.951,177.68,113.484,180.066,101.294,2964.303,514.702,63.471,63.497,1385.049,217.636,1298.093,290.776,1.110557021,0.14972273,0.154177332,12.85251159,1.202323202,1.136490303,0.256301169,1.179987275,1.06841249,1.163776619,1.090857247,16.65788986,4.713695591,0.908495748,0.551140406,11.56081585,2.873681881,12.14988683,4.505213732,97.805,150.925,32.824,2956.474,540.795,41.721,70.82,1447.501,157.276,1382.846,228.898,100.961,44.009,4639.03,194.974,-32.773,227.747,147.163,43.435,1.134506977,1.16794412,1.169144954,18.74415933,4.752350135,0.571133393,0.496251817,12.15062161,2.201150355,12.19351426,2.678091068,0.263858106,0.091176928,19.71849655,1.224694738,1.276945598,0.754643278,1.207165141,1.135115969,8370.778,109.5249573,20.665763,1.530440104,LC,Timaliidae,Babblers and parrotbills,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Yuhina castaniceps,0.002847257,0.002521309,0.011914088,0.012558515,Striated Yuhina,Yuhina_castaniceps,49.02777778,47.08333333,-0.870549071,-0.0857,-0.626752535,-0.445276143,-0.539632293,0.960339943,4.95E+11,204.299,105.914,47.517,3437.259,296.817,75.63,221.187,233.405,160.97,241.026,154.038,1931.998,405.037,8.352,86.936,1093.592,42.306,852.806,51.181,1.661484315,0.371998638,0.115935983,33.37100469,1.727496383,2.006902279,0.754444974,1.239529511,2.018126838,1.375724515,1.997600301,25.49721546,6.302730999,0.161939249,0.266354742,16.89364806,0.674159369,17.27102025,0.893508028,168.343,207.255,115.621,1854.501,403.115,7.701,88.78,1040.586,36.281,887.216,50.998,113.267,47.438,3620.492,267.705,30.968,236.737,201.266,120.543,1.680399087,1.368422652,2.05650202,23.5219452,5.506947089,0.164318592,0.279359341,15.42742947,0.621416283,16.74770333,0.814109803,0.374756125,0.137269804,35.861549,1.754531948,1.989588258,0.635704295,1.312606636,2.096149325,10204.289,192.33813,72.28946825,6.040505629,LC,Timaliidae,Babblers and parrotbills,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Yuhina diademata,0.002847257,0.002707521,0.017946928,0.012247729,White-collared Yuhina,Yuhina_diademata,54.72222222,52.36111111,NA,NA,NA,NA,NA,0.956852792,1.12E+12,133.767,100.995,38.121,5787.277,255.597,-11.856,267.453,198.014,55.619,202.558,53.987,1102.926,215.832,11.622,79.544,589.43,43.198,570.028,43.949,1.638040869,0.59945502,0.290686873,48.338473,1.475674153,2.047455332,1.227036842,1.422956292,2.011274985,1.465116105,1.956494493,9.302788528,1.983432828,0.21971206,0.351536117,5.264660459,0.729887342,5.188705415,0.74796514,94.784,161.463,16.725,1001.876,206.505,10.917,82.083,540.792,41.304,529.636,41.844,106.688,39.966,5570.289,217.397,-52.086,269.483,156.547,17.377,1.728341549,1.549904137,2.048621543,9.54843187,1.983250175,0.19525941,0.377868887,4.993374062,0.718845131,4.970886562,0.739724852,0.47235768,0.251833803,41.64094687,1.559235263,2.204343379,1.285302187,1.530467943,2.059839268,7474.826,141.6157514,107.5817912,9.612641133,LC,Timaliidae,Babblers and parrotbills,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Yuhina everetti,0.002847257,0.002521309,0.011914088,0.012558515,Chestnut-crested Yuhina,Yuhina_everetti,49.58333333,52.36111111,NA,NA,NA,NA,NA,1.056022409,1.36E+11,228.804,75.856,90.78,215.463,271.183,188.008,83.175,228.651,227.251,230.885,225.8,3265.875,344.613,200.028,16.528,950.789,642.076,872.212,758.696,0.571351053,0.140196002,0.068980855,1.787047893,0.572060105,0.587534793,0.150628895,0.565739569,0.588692244,0.568581621,0.57879271,19.72897244,1.802032339,1.396456697,0.151082898,5.723774635,4.366244876,5.450147261,6.20875029,193.662,198.417,187.962,2923.645,349.09,153.949,24.478,943.014,522.022,864.378,699.029,76.77,84.425,426.115,240.092,149.53,90.562,196.109,191.55,0.567411413,0.596435115,0.521106619,16.61508025,1.291349482,1.181141606,0.156300819,4.709837191,3.863636785,4.696730607,6.185634829,0.205838455,0.086890304,3.348834793,0.639439144,0.5374588,0.268130659,0.56678423,0.592618509,9753.638,26.68685859,9.569113361,0.509963454,LC,Timaliidae,Babblers and parrotbills,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Yuhina flavicollis,0.004583466,0.002521309,0.010156304,0.011932278,Whiskered Yuhina,Yuhina_flavicollis,47.36111111,45,-0.599475221,-0.022848561,-0.626752535,-0.445276143,-0.539632293,0.950146628,6.23E+11,173.766,106.19,45.981,4151.638,269.383,39.92,229.463,214.921,123.954,218.072,113.742,1811.272,409.932,9.413,91.21,1078.223,51.946,933.029,65.502,1.568634393,0.399268475,0.138909809,26.67490783,1.460370841,1.782341814,0.846444978,1.30903565,1.733027197,1.333214265,1.755761982,22.8849686,5.774293363,0.15570059,0.343575238,15.00540381,0.854562673,13.68723985,1.56795551,136.906,183.254,74.853,1736.271,385.313,9.917,87.938,998.516,50.622,928.033,63.879,110.599,46.256,4301.673,235.059,-3.047,238.106,179.861,81.47,1.642663541,1.382126535,1.868410112,22.79846028,5.597966976,0.192803746,0.424443528,14.77472315,1.014898584,14.97118553,1.621838685,0.354086962,0.159304243,28.13493559,1.496933642,1.868978296,0.826510668,1.48547444,1.865455715,10562.761,210.7604848,80.53423516,5.524774851,LC,Timaliidae,Babblers and parrotbills,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Yuhina gularis,0.002847257,0.002521309,0.011689328,0.010828299,Stripe-throated Yuhina,Yuhina_gularis,40.97222222,43.88888889,-0.240584065,-0.433642112,-0.530973971,-0.445276143,-0.539632293,1.071186441,5.16E+11,148.012,106.059,44.695,4506.224,248.83,12.658,236.172,196.094,90.879,197.984,84.058,1536.519,347.196,7.957,91.543,916.036,42.604,821.017,51.262,1.969967164,0.411748778,0.150680721,28.45202565,1.762616781,2.273887332,0.908928252,1.680808222,2.178922225,1.700494465,2.148897484,20.53154865,4.989531542,0.123889061,0.302263982,12.99943029,0.658386404,11.51611869,1.077408077,109.567,161.203,43.508,1473.803,331.023,8.36,89.283,859.259,41.247,806.661,50.559,110.018,44.681,4637.261,213.221,-31.88,245.101,157.366,47.278,2.070005902,1.785499874,2.269098664,21.78088495,5.282617772,0.143746524,0.368340312,13.80962149,0.722750551,13.1976278,1.112112095,0.367100039,0.148294404,26.22757748,1.829037325,2.381052921,0.901140862,1.822521228,2.301786901,9461.179,238.7496325,81.48749336,4.91040686,LC,Timaliidae,Babblers and parrotbills,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Yuhina nigrimenta,0.002847257,0.002521309,0.010360851,0.010545367,Black-chinned Yuhina,Yuhina_nigrimenta,54.16666667,48.61111111,-1.099680526,-0.570032764,-0.690318035,2.244888527,-0.539632293,0.897435897,2.07E+12,161.302,93.811,36.998,5764.778,280.14,21.594,258.546,211.609,90.926,229.111,81.856,1474.91,291.118,21.494,75.416,780.338,82.879,684.712,96.556,1.607132126,0.537121754,0.312364479,52.99624247,1.651729582,1.931900982,1.290026376,1.364375183,1.895097866,1.598419101,1.827343002,18.48865464,4.74524767,0.513986523,0.58312175,12.16382145,1.786560987,11.06680284,2.25986988,122.538,193.132,42.147,1385.069,281.206,15.142,78.1,743.828,66.339,655.738,93.239,102.623,38.594,5829.9,249.106,-21.579,270.685,174.37,57.784,1.702858856,1.693427965,1.937765808,18.85970479,4.712753719,0.277497461,0.491212061,12.09269174,1.253081119,11.60815768,2.226046082,0.403350422,0.270581556,51.44856843,1.792816487,2.031923343,1.405016671,1.50064554,2.071182547,8258.892,224.5507958,162.7932249,13.98976672,LC,Timaliidae,Babblers and parrotbills,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Yuhina occipitalis,0.010848276,0.002521309,0.010177945,0.01105914,Rufous-vented Yuhina,Yuhina_occipitalis,40,44.72222222,NA,NA,NA,NA,NA,1.118055556,3.55E+11,143.024,111.043,46.29,4512.72,240.002,2.534,237.468,193.296,85.445,193.573,79.526,1436.453,314.483,9.795,89.676,850.859,42.132,833.44,48.022,1.570873983,0.323471459,0.067367933,14.68563091,1.378351134,1.764521573,0.661548655,1.399796347,1.628776808,1.39367823,1.655528344,21.47114971,5.068481944,0.14291746,0.287481599,13.52926932,0.560636147,12.71696708,0.740565969,104.548,157.735,38.5,1400.964,302.261,10.253,86.953,802.801,42.298,786.669,46.423,111.708,45.496,4681.84,203.933,-40.028,243.961,155.341,41.364,1.636465005,1.439944518,1.76132344,21.62973241,5.098101168,0.154372348,0.363608308,13.67289009,0.559728946,13.48247242,0.669124651,0.318553311,0.101903721,17.97579031,1.395548662,1.900665606,0.842246317,1.487996927,1.73582966,9534.213,224.5774551,72.82567165,4.890956594,LC,Timaliidae,Babblers and parrotbills,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Zaratornis stresemanni,0.009514617,0.00466623,0.010912689,0.010666656,White-cheeked Cotinga,Zaratornis_stresemanni,50.69444444,50,0.883109026,0.165088144,-0.620466498,-0.445276143,-0.539632293,0.98630137,1.30E+11,84.356,146.081,77.878,969.852,166.402,-19.94,186.342,94.077,70.588,94.885,70.113,648.157,134.191,5.286,89.652,349.97,21.126,331.956,21.301,1.412858603,0.305967408,0.065279226,8.207555791,1.47800233,1.498679566,0.351511873,1.405708749,1.448477941,1.426904984,1.42753567,7.875847721,1.17886566,0.185808312,0.946401909,3.373248569,0.639661857,3.419636234,0.648698087,44.383,56.737,28.43,647.72,121.981,7.633,81.791,320.194,32.542,292.439,37.596,135.886,75.37,1133.239,123.071,-55.957,179.028,55.924,29.913,1.440277998,1.434928866,1.467337787,8.768044263,1.176209211,0.259367659,1.060044817,3.406816514,0.961454435,2.808364148,1.047882074,0.357800259,0.09220413,12.04334547,1.514996757,1.531896164,0.386609212,1.426126945,1.503749545,12880.008,604.6870539,16.06687206,0.679405862,VU,Cotingidae,Cotingas,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Zavattariornis stresemanni,0.009428989,0.010823299,0.011601296,0.016501846,Ethiopian Bush-crow,Zavattariornis_stresemanni,52.91666667,51.80555556,1.624982864,-0.273017231,-0.475412141,2.244888527,-0.539632293,0.979002625,4600825450,187.664,132.762,75.118,1266.104,286.343,110.764,175.579,192.977,170.582,204.326,170.582,589.106,164.284,5.468,90.804,310.529,30.292,119.179,30.292,0.244570887,0.223744089,0.041446276,4.361209389,0.284542291,0.300167294,0.258593561,0.231499596,0.283601315,0.24468673,0.283601315,1.341117952,0.396146786,0.058295578,0.153339809,0.605610372,0.198988272,0.36240626,0.198988272,154.233,166.982,138.176,516.832,193.952,4.52,120.917,320.718,26.967,76.707,49.696,138.301,77.325,1142.091,252.661,75.005,177.656,157.405,138.505,0.242283744,0.242285737,0.294876204,0.89205916,0.251843446,0.029265277,0.144218272,0.481354524,0.170455173,0.545995661,1.250185806,0.269226451,0.04087843,5.358202409,0.280636483,0.296295065,0.304697398,0.22689746,0.299609314,3729.466,177.7427358,13.01872182,0.219526781,EN,Corvidae,Crows and jays,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
